"Detector","Year","Doctype","Publisher","Venue","Title","Citations","Altmetric","Tips","Tortured Phrases","Assessor","PubPeer Users"
"suspect, tortured","2020","chapter","Elsevier","Emergence of Pharmaceutical Industry Growth with Industrial IoT Approach","Chapter 8 Internet of Things technologies for elderly health-care applications","19","0","25","brilliant AND keen AND savvy AND shrewd • discourse acknowledgement OR discourse acknowledgment • fluffy induction • fluffy rationale • keen home • man-made consciousness • maturing populace • shrewd home","Cabanac","Guillaume Cabanac"
"suspect, tortured","2018","chapter","Springer Nature","Internet of Things and Big Data Analytics for Smart Generation","Evolution in Smart City Infrastructure with IOT Potential Applications","9","0","25","brilliant AND keen AND savvy AND shrewd • keen city • keen lighting • populace thickness • savvy metering • shrewd city • shrewd home • shrewd lighting • vitality effective • vitality utilization • vitality utilize","Cabanac","N. H. Wise"
"suspect, tortured","2021","chapter","Springer Nature","Technical Advancements of Machine Learning in Healthcare","Big Data Application in Health Care: A Study","0","0","24","bolster vector machine • brilliant AND keen AND savvy AND shrewd • cardiovascular breakdown • computerized reasoning • dimensionality decrease • electronic wellbeing records • information stockroom • irregular timberland • keen home • man-made brainpower • man-made consciousness • populace thickness...","Cabanac","N. H. Wise"
"suspect, tortured","2021","chapter","Elsevier","Cognitive Computing for Human-Robot Interaction","Chapter 10 Error Traceability and Error Prediction using Machine Learning Techniques to Improve the Quality of Vehicle Modeling in Computer-Aided Engineering","0","0","24","back spread AND neural • computerized reasoning • dimensionality decrease • fake neural • help vector machine • man-made brainpower • profound neural system • programming bundle","Cabanac","N. H. Wise"
"suspect, tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 IEEE 9th Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON)","Smart Mirror - a Secured Application of Artificial Intelligence Recognizing Human Face and Voice","4","0","24","brilliant AND keen AND savvy AND shrewd • discourse acknowledgement OR discourse acknowledgment • facial acknowledgement OR facial acknowledgment • keen home • man-made brainpower • shrewd home","Cabanac","Schizomeris Leibleinii"
"suspect, tortured","2021","chapter","Wiley","Cognitive Behavior and Human Computer Interaction Based on Machine Learning Algorithm","Classification of HCI and Issues and Challenges in Smart Home HCI Implementation","0","0","23","discourse acknowledgement OR discourse acknowledgment • enlarged reality • home solace • human-made brainpower • inquiry dialect • mind-computer interface • shrewd gadget • shrewd home","Cabanac","Guillaume Cabanac"
"suspect, tortured","2022","chapter","Wiley","Data Mining and Machine Learning Applications","Data Mining for Cyber¿Physical Systems","0","0","22","brilliant AND keen AND savvy AND shrewd • computerized reasoning • counterfeit neural • figuring asset • k-implies grouping • man-made consciousness • vitality effective • vitality utilization","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","article","Institute of Advanced Engineering and Science","Indonesian Journal of Electrical Engineering and Computer Science","A comparative and comprehensive study of prediction of Parkinson’s disease","0","0","22","Alzheimer's infection • Parkinson's infection • Parkinson's sickness • R2 esteem • arbitrary backwoods • backing vector machine • dimensionality decrease • fake neural • fluffy C implies • gullible Bayes • head part investigation • help vector machine • inertial estimation unit • invulnerable framew...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Elsevier","Artificial Intelligence to Solve Pervasive Internet of Things Issues","Chapter 9 Machine Learning and Internet of Things for Smart Processing","0","0","22","DDoS assault • affiliation rule mining • attractive reverberation • brilliant AND keen AND savvy AND shrewd • convolutional neural system • dimensionality decrease • fluffy C implies • fluffy grouping • hereditary calculation • human-made consciousness • information distribution center • profound ne...","Cabanac","N. H. Wise"
"suspect, tortured","2021","chapter","Springer Nature","IoT and IoE Driven Smart Cities","Internet of Everything (IoE) in Smart City Paradigm Using Advanced Sensors for Handheld Devices and Equipment","0","0","22","brilliant AND keen AND savvy AND shrewd • fake neural • keen city • keen gadget • man-made brainpower • populace size • populace thickness • shrewd city • shrewd gadget","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Elsevier","Artificial Intelligence to Solve Pervasive Internet of Things Issues","Chapter 6 Artificial Intelligence and Machine Learning Applications in Cloud Computing and Internet of Things","1","0","22","brilliant AND keen AND savvy AND shrewd • computerized reasoning • maturing populace • shrewd gadget • unending ailments","Cabanac","Guillaume Cabanac"
"suspect, tortured","2020","preprint","Elsevier","SSRN Electronic Journal","Analysis of Machine Learning Based Big Data Analytics","0","0","22","bolster vector machine • discourse acknowledgement OR discourse acknowledgment • help vector machine • hereditary calculation • self sorting out • shrouded layer • vitality utilization • voracious calculation","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","article","Springer Nature","International Journal of System Assurance Engineering and Management","Wireless network upgraded with artificial intelligence on the data aggregation towards the smart internet applications","0","0","21","brilliant AND keen AND savvy AND shrewd • colossal information • fluffy rationale • hereditary calculation • man-made brainpower • man-made consciousness • middle of the road hub • profound neural organization • versatile hub • vitality utilization","Magazinov","Alexander Magazinov"
"suspect, tortured","2021","chapter","Wiley","Data Analytics in Bioinformatics","An Innovative Machine Learning Approach to Diagnose Cancer at an Early Stage","1","0","21","attractive reverberation • back spread AND neural • bolster vector machine • computerized reasoning • fake neural • fluffy grouping • hereditary calculation • kidney disappointment • kind injuries • man-made consciousness • mind tumor • molecule swarm • programming bundle • regular language handling...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Taylor & Francis","Innovative Approaches in Diagnosis and Management of Crop Diseases","Innovative Diagnostic Tools for Plant Pathogenic Virus","0","0","21","adversely charged • decidedly charged • monetary misfortunes • nucleic corrosive • polymerase chain response","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Springer Nature","Semantic IoT: Theory and Applications","Need and Relevance of Common Vocabularies and Ontologies in IoT Domain","0","0","21","area of intrigue • brilliant AND keen AND savvy AND shrewd • fluffy rationale • gullible Bayesian • keen city • shrewd city • shrewd gadget","Cabanac","Guillaume Cabanac, Alexander Magazinov"
"suspect, tortured","2020","chapter","Wiley","Swarm Intelligence Optimization","Swarm Intelligence for Group Objects in Wireless Sensor Networks","0","0","21","as pursues • computerized reasoning • directing convention • enhancement calculation AND optimiz* • fluffy rationale • insatiable calculation • irregular walks • leftover vitality • molecule swarm • steering convention • vitality effective • vitality productivity • vitality utilization • voracious c...","Cabanac","Guillaume Cabanac"
"suspect, tortured","2019","chapter","Elsevier","Characterization and Biology of Nanomaterials for Drug Delivery","Chapter 4 Graphene-Based Nanovehicles for Drug Delivery","4","1","21","Alzheimer's ailment • bosom growth • bosom malignancy • concoction properties • invulnerable framework • medication conveyance • nucleic corrosive • reaction surface strategy • sedate conveyance • viewpoint proportion","Cabanac","Guillaume Cabanac, Raphaël Lévy"
"suspect, tortured","2021","chapter","Wiley","Internet of Things in Business Transformation","Defense and Isolation in the Internet of Things","1","0","20","brilliant AND keen AND savvy AND shrewd • middle of the road hub • noxious hub • steering convention • vitality utilization","Cabanac","Guillaume Cabanac"
"suspect, tortured","2021","chapter","Springer Nature","Intelligent Interactive Multimedia Systems for e-Healthcare Applications","Industry 4.0 Challenges in e-Healthcare Applications and Emerging Technologies","0","0","20","affiliation rule mining • brilliant AND keen AND savvy AND shrewd • colossal information • electronic wellbeing records • flexibly chain • guileless Bayes • increased reality AND 3D • information revelation in databases • man-made brainpower • maturing populace • normal language preparing","Cabanac","Guillaume Cabanac"
